,x_0,x_1,xpdf,y_0,y_1,ypdf
0,-0.08687202027835808,1.113224713027933,0.11236476612190045,5.019436127807006,4.67079916797522,0.15073189624286562
1,0.5920333718186844,0.7085489273960366,0.12971940310826036,5.154081444045711,4.110668746086885,0.1059060761521235
2,0.2613908602276075,-1.6402069125983665,0.02391852529997439,4.103575923102416,5.2754827269254,0.10252890751307425
3,1.1505305742184087,0.30377633684748706,0.09165796145367217,7.013635360324512,5.550219206092075,0.018013904700073264
4,0.5923561763868941,-0.43876837287769516,0.10731640810478743,6.192001850854495,4.970121657436202,0.07817873258039096
5,0.13652809608707664,0.2965023213259418,0.15904782526023414,5.923170970173339,5.610470860169873,0.08626453443727239
6,0.1607435558025498,2.199875059956049,0.026134876875708188,7.387104592500068,5.697654443192919,0.007223814834184547
7,0.7796340366799828,0.8814869341848588,0.10668317634167705,6.046060169075576,5.926546176246624,0.059950148920627305
8,0.059903373781841886,-0.39023762992484484,0.12531873225546047,6.294415178382683,4.9310781258391945,0.06869990203124779
9,1.2410878978253694,1.9168393997083484,0.02246037386679383,6.518844789276567,5.828206303148737,0.03564007209003626
10,0.6670711100822833,-0.9371774775403887,0.06304125385358403,5.3321305234568435,4.984910015717223,0.15059724420911397
11,-0.4529665080322701,-0.6335891882841163,0.0883404276250465,4.685906528639331,4.597939283619405,0.1397317409455506
12,-0.9608446745151532,0.17601528792623328,0.08997180976530735,5.373688185354888,4.173707303008939,0.10549641508327867
13,1.497005064030345,1.6307859960681284,0.024743701071058204,5.833173151461456,5.649915242125012,0.0910669136774079
14,-0.3156776230151639,0.5125890722435911,0.14272036304940397,4.066353398748799,5.605786549877379,0.08567332805086804
15,0.6329923811248904,-2.3070353402906436,0.004615965894515623,4.644916049263474,5.754737772668543,0.11239521369757437
16,0.8791307307264771,-1.8301408668190684,0.012153361625874786,5.4223147510367244,4.582110508097504,0.13340472122939034
17,0.6085899578055864,-0.0633584996676318,0.13091282456427894,5.568835420379522,4.935585311494073,0.13510019911320265
18,0.4074263358538912,0.6278042197592373,0.1438678159677715,4.335430966993523,5.368777862922133,0.11922991127484504
19,-0.27378143916769215,1.3440960288510797,0.08605216410303472,5.0008157427247335,6.4353898453865135,0.05680963125693424
20,1.003839976744982,-0.30766699920757873,0.0879514774532433,4.9370030880137294,4.672107129901187,0.15052618262411108
21,-0.3532567330693074,1.5889867796112276,0.06257800887935121,5.997856134809183,5.946011467970522,0.061840032567401
22,0.22203067931062698,0.6005568133325067,0.15099780045807082,3.322640335234499,4.35665337584046,0.031695130296409905
23,0.4768845536580689,-0.1442977695126943,0.1343108615022666,4.163454544086118,6.9145554315619115,0.01794322869711422
24,0.370142336246848,0.5973573190815376,0.14681585053901094,4.484061898594392,4.172482690820211,0.09892774170125712
25,-0.014756579443108417,0.4529652509334202,0.15627143954841174,5.2465022921252995,6.099650310426698,0.08434209769953764
26,0.2783866600551467,1.517981485036739,0.07460651705523706,4.27720927488921,3.3778918420490944,0.03288601720208661
